timestamp,people,gaits,env,temperature
1757732880.9084468,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732881.2088473,6,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732881.5091898,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732881.7776809,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732882.0942974,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732882.4151983,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732882.7191007,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732883.0131981,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732883.3280609,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732883.7360332,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732884.0593219,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732884.4493473,6,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732884.7587328,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732885.057742,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732885.3666584,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732885.6967666,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732886.0857835,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732886.4007232,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732886.7481625,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732887.1050496,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732887.4199674,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732887.7300205,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732888.0657735,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732888.3853784,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732888.7599037,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732889.1054614,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732889.47827,6,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732889.8243937,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732890.2256923,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732890.5454524,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732890.9011254,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732891.2493973,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732891.6705742,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732892.0469286,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732892.3395193,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732892.6419349,4,NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732893.0564682,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732893.4630377,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732893.8734727,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732894.2949138,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732894.6083193,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732894.9442873,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732895.254246,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732895.5644841,5,NO GAIT|NO GAIT|NO GAIT|NO GAIT|NO GAIT,day|mist,28.04
1757732895.8100038,0,None,day|mist,28.04
1757732896.0152507,0,None,day|mist,28.04
1757732896.24354,0,None,day|mist,28.04
1757732896.464516,0,None,day|mist,28.04
1757732896.7364874,0,None,day|mist,28.04
1757732896.9431243,0,None,day|mist,28.04
1757732897.1534534,0,None,day|mist,28.04
1757732897.294316,0,None,day|mist,28.04
1757732897.4755924,0,None,day|mist,28.04
1757732897.671368,0,None,day|mist,28.04
1757732897.8640785,0,None,day|mist,28.04
1757732898.057939,0,None,day|mist,28.04
1757732898.2713158,0,None,day|mist,28.04
1757732898.583255,0,None,day|mist,28.04
1757732898.8065662,0,None,day|mist,28.04
1757732899.0269816,0,None,day|mist,28.04
1757732899.2418127,0,None,day|mist,28.04
1757732899.441775,0,None,day|mist,28.04
1757732899.602867,0,None,day|mist,28.04
1757732899.7433338,0,None,day|mist,28.04
1757732899.9277387,0,None,day|mist,28.04
1757732900.1360629,0,None,day|mist,28.04
1757732900.3539684,0,None,day|mist,28.04
1757732900.5260105,0,None,day|mist,28.04
1757732900.7357938,0,None,day|mist,28.04
1757732900.960086,0,None,day|mist,28.04
1757732901.141242,0,None,day|mist,28.04
1757732901.344091,0,None,day|mist,28.04
1757732901.499386,0,None,day|mist,28.04
1757732901.6798801,0,None,day|mist,28.04
1757732901.9651349,0,None,day|mist,28.04
1757732902.289262,0,None,day|mist,28.04
1757732903.5029805,0,None,day|mist,28.04
1757732903.6997273,0,None,day|mist,28.04
1757732903.9445765,0,None,day|mist,28.04
1757732904.2404504,0,None,day|mist,28.04
1757732904.5251627,0,None,day|mist,28.04
1757732904.7170317,0,None,day|mist,28.04
1757732904.9283257,0,None,day|mist,28.04
1757732905.136898,0,None,day|mist,28.04
1757732905.3283875,0,None,day|mist,28.04
